Sample Name,Dilution Factor,Analyte,Mass,Concentration,Units
QM-S Q1807 ,50,Cu,65,1.151216,ppm
QM-S Q1807 ,50,Zn,66,1.069393,ppm
QM-S Q1807 ,50,Se,78,0.136966,ppm
QM-S Q1807 ,50,Mo,95,1.548405,ppb
QM-S Q1807 ,50,Pb,208,0.137708,ppm
20-046076-0001,50,Mn,55,1.595175,ppb
20-046076-0001,50,Fe,56,2.509239,ppm
20-046076-0001,50,Co,59,1.026624,ppb
20-046076-0001,50,Cu,65,1.169913,ppm
20-046076-0001,50,Zn,66,0.571628,ppm
20-046076-0001,50,Se,78,0.156067,ppm
20-046076-0001,50,Mo,95,8.575676,ppb
20-046076-0001,50,Pb,208,0.000118,ppm
20-046076-0001 DUP,50,Mn,55,1.387222,ppb
20-046076-0001 DUP,50,Fe,56,2.571630,ppm
20-046076-0001 DUP,50,Co,59,0.961272,ppb
20-046076-0001 DUP,50,Cu,65,1.139620,ppm
20-046076-0001 DUP,50,Zn,66,0.561849,ppm
20-046076-0001 DUP,50,Se,78,0.149275,ppm
20-046076-0001 DUP,50,Mo,95,8.660288,ppb
20-046076-0001 DUP,50,Pb,208,0.000110,ppm
20-046077-0001,50,Mn,55,1.427297,ppb
20-046077-0001,50,Fe,56,2.336048,ppm
20-046077-0001,50,Co,59,0.474884,ppb
20-046077-0001,50,Cu,65,0.975182,ppm
20-046077-0001,50,Zn,66,0.455804,ppm
20-046077-0001,50,Se,78,0.115332,ppm
20-046077-0001,50,Mo,95,16.973850,ppb
20-046077-0001,50,Pb,208,0.000015,ppm
20-046078-0001,50,Mn,55,1.356774,ppb
20-046078-0001,50,Fe,56,2.511862,ppm
20-046078-0001,50,Co,59,0.608978,ppb
20-046078-0001,50,Cu,65,1.232364,ppm
20-046078-0001,50,Zn,66,0.793364,ppm
20-046078-0001,50,Se,78,0.195086,ppm
20-046078-0001,50,Mo,95,16.528847,ppb
20-046078-0001,50,Pb,208,-0.000030,ppm
20-046552-0001,50,Mn,55,1.322408,ppb
20-046552-0001,50,Fe,56,2.173617,ppm
20-046552-0001,50,Co,59,0.798258,ppb
20-046552-0001,50,Cu,65,0.989381,ppm
20-046552-0001,50,Zn,66,0.821100,ppm
20-046552-0001,50,Se,78,0.099226,ppm
20-046552-0001,50,Mo,95,19.238282,ppb
20-046552-0001,50,Pb,208,-0.000013,ppm
20-046555-0001,50,Mn,55,0.717052,ppb
20-046555-0001,50,Fe,56,1.976049,ppm
20-046555-0001,50,Co,59,0.749770,ppb
20-046555-0001,50,Cu,65,0.929552,ppm
20-046555-0001,50,Zn,66,0.651051,ppm
20-046555-0001,50,Se,78,0.130285,ppm
20-046555-0001,50,Mo,95,16.740871,ppb
20-046555-0001,50,Pb,208,-0.000030,ppm
20-046557-0001,50,Mn,55,1.218043,ppb
20-046557-0001,50,Fe,56,1.806017,ppm
20-046557-0001,50,Co,59,0.755429,ppb
20-046557-0001,50,Cu,65,0.838161,ppm
20-046557-0001,50,Zn,66,0.749675,ppm
20-046557-0001,50,Se,78,0.103231,ppm
20-046557-0001,50,Mo,95,6.647788,ppb
20-046557-0001,50,Pb,208,-0.000017,ppm
20-046564-0002,50,Mn,55,2.305888,ppb
20-046564-0002,50,Fe,56,1.766680,ppm
20-046564-0002,50,Co,59,0.263170,ppb
20-046564-0002,50,Cu,65,0.781077,ppm
20-046564-0002,50,Zn,66,1.839591,ppm
20-046564-0002,50,Se,78,0.091302,ppm
20-046564-0002,50,Mo,95,17.630694,ppb
20-046564-0002,50,Pb,208,0.000007,ppm
rinse,50,Mn,55,-0.079342,ppb
rinse,50,Fe,56,0.012831,ppm
rinse,50,Co,59,0.005985,ppb
rinse,50,Cu,65,0.000392,ppm
rinse,50,Zn,66,0.007942,ppm
rinse,50,Se,78,-0.000781,ppm
rinse,50,Mo,95,0.049891,ppb
rinse,50,Pb,208,-0.000079,ppm
rinse,50,Mn,55,-0.031983,ppb
rinse,50,Fe,56,0.009011,ppm
rinse,50,Co,59,0.015655,ppb
rinse,50,Cu,65,0.000362,ppm
rinse,50,Zn,66,0.007928,ppm
rinse,50,Se,78,0.000008,ppm
rinse,50,Mo,95,0.049189,ppb
rinse,50,Pb,208,-0.000066,ppm
rinse,50,Mn,55,-0.042159,ppb
rinse,50,Fe,56,0.006733,ppm
rinse,50,Co,59,0.009990,ppb
rinse,50,Cu,65,0.000235,ppm
rinse,50,Zn,66,0.007789,ppm
rinse,50,Se,78,0.000602,ppm
rinse,50,Mo,95,0.057584,ppb
rinse,50,Pb,208,-0.000068,ppm
5/50 ppb,1,Mn,55,4.969223,ppb
5/50 ppb,1,Fe,56,0.048759,ppm
5/50 ppb,1,Co,59,4.811436,ppb
5/50 ppb,1,Cu,65,0.049382,ppm
5/50 ppb,1,Zn,66,0.049366,ppm
5/50 ppb,1,Se,78,0.004850,ppm
5/50 ppb,1,Mo,95,4.978897,ppb
5/50 ppb,1,Pb,208,0.004628,ppm
rinse,50,Mn,55,0.002193,ppb
rinse,50,Fe,56,0.004428,ppm
rinse,50,Co,59,0.065081,ppb
rinse,50,Cu,65,0.000385,ppm
rinse,50,Zn,66,0.008069,ppm
rinse,50,Se,78,-0.000170,ppm
rinse,50,Mo,95,0.154637,ppb
rinse,50,Pb,208,-0.000037,ppm
rinse,50,Mn,55,-0.026666,ppb
rinse,50,Fe,56,0.002754,ppm
rinse,50,Co,59,0.024311,ppb
rinse,50,Cu,65,0.000280,ppm
rinse,50,Zn,66,0.007777,ppm
rinse,50,Se,78,-0.000105,ppm
rinse,50,Mo,95,0.105469,ppb
rinse,50,Pb,208,-0.000054,ppm
rinse,50,Mn,55,0.023956,ppb
rinse,50,Fe,56,0.002644,ppm
rinse,50,Co,59,0.017152,ppb
rinse,50,Cu,65,0.000222,ppm
rinse,50,Zn,66,0.007497,ppm
rinse,50,Se,78,-0.000394,ppm
rinse,50,Mo,95,0.078133,ppb
rinse,50,Pb,208,-0.000059,ppm
Blank,200,Mn,55,2.210021,ppb
Blank,200,Fe,56,0.209541,ppm
Blank,200,Co,59,0.405297,ppb
Blank,200,Cu,65,0.004617,ppm
Blank,200,Zn,66,0.045009,ppm
Blank,200,Se,78,0.003806,ppm
Blank,200,Mo,95,4.019185,ppb
Blank,200,Pb,208,0.000168,ppm
QM-B Q1720,200,Mn,55,16.474261,ppb
QM-B Q1720,200,Fe,56,418.617152,ppm
QM-B Q1720,200,Co,59,1.342771,ppb
QM-B Q1720,200,Cu,65,1.687884,ppm
QM-B Q1720,200,Zn,66,6.088096,ppm
QM-B Q1720,200,Se,78,0.174252,ppm
QM-B Q1720,200,Mo,95,11.891283,ppb
QM-B Q1720,200,Pb,208,0.114501,ppm
QM-B Q1720 DUP,200,Mn,55,16.019189,ppb
QM-B Q1720 DUP,200,Fe,56,415.009445,ppm
QM-B Q1720 DUP,200,Co,59,1.199247,ppb
QM-B Q1720 DUP,200,Cu,65,1.688732,ppm
QM-B Q1720 DUP,200,Zn,66,5.994327,ppm
QM-B Q1720 DUP,200,Se,78,0.165750,ppm
QM-B Q1720 DUP,200,Mo,95,10.592554,ppb
QM-B Q1720 DUP,200,Pb,208,0.112587,ppm
20-046069-0001,200,Mn,55,67.236515,ppb
20-046069-0001,200,Fe,56,395.456630,ppm
20-046069-0001,200,Co,59,0.528332,ppb
20-046069-0001,200,Cu,65,0.384943,ppm
20-046069-0001,200,Zn,66,5.216073,ppm
20-046069-0001,200,Se,78,0.221927,ppm
20-046069-0001,200,Mo,95,35.073278,ppb
20-046069-0001,200,Pb,208,0.004838,ppm
magic,50,Mn,55,0.616386,ppb
magic,50,Fe,56,0.123051,ppm
magic,50,Co,59,0.132188,ppb
magic,50,Cu,65,0.000230,ppm
magic,50,Zn,66,0.011247,ppm
magic,50,Se,78,0.001633,ppm
magic,50,Mo,95,0.998144,ppb
magic,50,Pb,208,0.000005,ppm
rinse,50,Mn,55,0.034272,ppb
rinse,50,Fe,56,0.016694,ppm
rinse,50,Co,59,0.004702,ppb
rinse,50,Cu,65,-0.000249,ppm
rinse,50,Zn,66,0.006980,ppm
rinse,50,Se,78,0.000271,ppm
rinse,50,Mo,95,0.045244,ppb
rinse,50,Pb,208,-0.000104,ppm
rinse,50,Mn,55,-0.010435,ppb
rinse,50,Fe,56,0.020046,ppm
rinse,50,Co,59,0.016485,ppb
rinse,50,Cu,65,-0.000110,ppm
rinse,50,Zn,66,0.006935,ppm
rinse,50,Se,78,-0.000523,ppm
rinse,50,Mo,95,0.023313,ppb
rinse,50,Pb,208,-0.000083,ppm
5/50 ppb,1,Mn,55,5.087896,ppb
5/50 ppb,1,Fe,56,0.049945,ppm
5/50 ppb,1,Co,59,4.949265,ppb
5/50 ppb,1,Cu,65,0.050393,ppm
5/50 ppb,1,Zn,66,0.050308,ppm
5/50 ppb,1,Se,78,0.004819,ppm
5/50 ppb,1,Mo,95,5.068457,ppb
5/50 ppb,1,Pb,208,0.004744,ppm
rinse,50,Mn,55,0.027921,ppb
rinse,50,Fe,56,0.006517,ppm
rinse,50,Co,59,0.067186,ppb
rinse,50,Cu,65,0.000163,ppm
rinse,50,Zn,66,0.007887,ppm
rinse,50,Se,78,-0.000249,ppm
rinse,50,Mo,95,0.207341,ppb
rinse,50,Pb,208,-0.000038,ppm
rinse,50,Mn,55,0.043664,ppb
rinse,50,Fe,56,0.004317,ppm
rinse,50,Co,59,0.017689,ppb
rinse,50,Cu,65,-0.000017,ppm
rinse,50,Zn,66,0.007185,ppm
rinse,50,Se,78,0.000068,ppm
rinse,50,Mo,95,0.080706,ppb
rinse,50,Pb,208,-0.000073,ppm
